company,location,title scraped for,Country,State,age,Position,upper_salary,lower_salary,payment_frequency,year_of_exp,contract_type,eligibility,title_cleaned,skills_list
"L&L Kiln Mfg., Inc.","Swedesboro, NJ 08085",Machine Learning Engineer,USA,Swedesboro,,,70100.0,55300.0,Yearly,5.0,Full-time,undergraduate,Manufacturing/Product Engineer,"['C', 'R']"
Convoy,"Seattle, WA 98101 (Downtown area)",Machine Learning Engineer,USA,Seattle,,Senior Level,,,,10.0,,undergraduate,"Senior Manager Analytics & Data Quality, Customer Experience","['Vi', 'asp', 'api', 'Python', 'Data Visualization', 'R', 'Tableau', 'D', 'Statistics', 'C', 'Excel']"
Eli Lilly,"San Diego, CA 92121 (University City area)",Machine Learning Engineer,USA,San Diego,,,,,,145.0,,,Advisor Structural Biology and Bioinformatics,"['Perl', 'asp', 'Leadership', 'Python', 'R', 'D', 'C', 'Excel']"
Zscaler,"San Jose, CA 95134 (North San Jose area)",Machine Learning Engineer,USA,San Jose,,,,,,10.0,,,Technical Product Specialist   Cloud Firewall,"['URL', 'AWS', 'R', 'D', 'C', 'Marketing']"
Mandiant,"Reston, VA",Machine Learning Engineer,USA,Reston,,Senior Level,,102900.0,Yearly,7.0,,,Senior Software Engineer,"['MySQL', 'Flexible', 'DevOps', 'Python', 'SQL', 'AWS', 'R', 'D', 'PostgreSQL', 'C', 'Docker', 'NoSQL', 'Java']"
Saatchi & Saatchi,"Dallas, TX+1 location",Machine Learning Engineer,USA,Dallas,,Senior Level,126000.0,99400.0,Yearly,,,undergraduate,Senior Data Engineer,"['D', 'C', 'R', 'client']"
"Exelixis, Inc.","Alameda, CA 94502 (Bay Farm Island area)+1 location",Machine Learning Engineer,USA,Alameda,,Senior Level,,,,,,undergraduate,Senior Scientist II,[]
OSI Digital,"Irvine, CA",Machine Learning Engineer,USA,Irvine,,Senior Level,130000.0,103000.0,Yearly,6.0,,undergraduate,Senior Snowflake Administrator/Developer,"['ETL', 'DevOps', 'BA', 'Python', 'SQL', 'R', 'D', 'C']"
ADP,"Alpharetta, GA 30004+1 location",Machine Learning Engineer,USA,Alpharetta,,Senior Level,,,,,,undergraduate,Senior Application Developer,"['http', 'client', 'R', 'D', 'C']"
"Woodward, Inc.","Valencia, CA 91355+3 locations",Machine Learning Engineer,USA,Valencia,,Senior Level,76700.0,60500.0,Yearly,,,undergraduate,ENGINEER,"['Vi', 'AWS', 'R', 'D', 'C']"
Cognizant Technology Solutions,"Chicago, IL+3 locations",Machine Learning Engineer,USA,Chicago,,Senior Level,,,,,,undergraduate,Lead Quality Engineer,"['D', 'C', 'R', 'client']"
Palo Alto Networks,"Santa Clara, CA+1 location",Machine Learning Engineer,USA,Santa Clara,,Mid-Level,,,,5.0,,undergraduate,Principal Software Engineer,"['Go', 'Python', 'AWS', 'can-do attitude', 'C', 'Java']"
ISO,"Jersey City, NJ+1 location",Machine Learning Engineer,USA,Jersey City,,,112000.0,88700.0,Yearly,,,undergraduate,Full stack developer,"['http', 'Excel', 'JSON', 'SQL', 'XML', 'AWS', 'js', 'ML', 'R', 'D', 'C', 'Docker', 'Java']"
Rendered.ai,Remote,Machine Learning Engineer,USA,Remote,,,,,,3.0,,undergraduate,Technical Artist,"['Python', 'Git', 'node', 'R', 'D', 'C', 'C++']"
Luminous Computing,"Santa Clara, CA",Machine Learning Engineer,USA,Santa Clara,,Senior Level,185000.0,146000.0,Yearly,10.0,,undergraduate,Lead SOC Integrator,"['D', 'C', 'R']"
Booz Allen Hamilton,"Washington, DC+29 locations",Machine Learning Engineer,USA,Washington,,,,,,1.0,,undergraduate,"Data Engineer, Junior","['Statistics', 'Python', 'Git', 'Tableau', 'D', 'Deep Learning', 'C', 'Docker']"
Discover,"Riverwoods, IL 60015+1 location",Machine Learning Engineer,USA,Riverwoods,,Senior Level,152000.0,120000.0,Yearly,6.0,,undergraduate,Lead Software Engineer   Full Stack,"['MySQL', 'Keras', 'TensorFlow', 'DevOps', 'Python', 'SQL', 'Git', 'AWS', 'ML', 'R', 'Spark', 'D', 'C', 'NoSQL', 'Java']"
"Expedition Technology, Inc.","Herndon, VA 20171+2 locations",Machine Learning Engineer,USA,Herndon,,,143000.0,113000.0,Yearly,6.0,,undergraduate,Machine Learning Operations Engineer,"['Go', 'Python', 'Machine Learning', 'AWS', 'PyTorch', 'ML', 'D', 'Statistics', 'C', 'Docker']"
ServiceNow,"Santa Clara, CA 95054+2 locations",Machine Learning Engineer,USA,Santa Clara,,,119000.0,94000.0,Yearly,2.0,,undergraduate,Machine Learning Engineer   ATG,"['Go', 'Flexible', 'Vi', 'Python', 'ML', 'R', 'D', 'C', 'Java']"
Encultured AI,+2 locationsRemote,Machine Learning Engineer,USA,+2 locationsRemote,,Mid-Level,180000.0,120000.0,Yearly,,Full-time,undergraduate,Machine Learning Engineer   Reward modeling Specialist,"['D', 'ML']"
SHIELD AI,"Alexandria, VA+2 locations",Machine Learning Engineer,USA,Alexandria,,,113000.0,89200.0,Yearly,2.0,Full-time,undergraduate,Software Engineer II  Machine Learning,"['D', 'C', 'R']"
Amazon.com Services LLC,+1 locationRemote,Machine Learning Engineer,USA,+1 locationRemote,,,48.0,28.0,Hourly,2.0,,undergraduate,"Technical Support Engineer , Robotics","['D', 'MySQL', 'SQL', 'R']"
"Expedition Technology, Inc.","Herndon, VA 20171+3 locations",Machine Learning Engineer,USA,Herndon,,,128000.0,101000.0,Yearly,2.0,,undergraduate,Digital Signal Processing Engineer,"['Go', 'BA', 'Python', 'api', 'R', 'D', 'C']"
UNITED COMMUNITY BANK,"Greenville, SC 29601",Machine Learning Engineer,USA,Greenville,,,78700.0,62100.0,Yearly,3.0,,undergraduate,Machine Learning Engineer,"['Keras', 'TensorFlow', 'SQL', 'Python', 'AWS', 'ML', 'R', 'D', 'Statistics', 'C', 'Excel']"
Wabtec,"Norcross, GA+1 location",Machine Learning Engineer,USA,Norcross,,,,,,3.0,,undergraduate,Machine Vision Engineer,"['D', 'C', 'R', 'Vi']"
UnitedHealth Group,"Remote in Minnetonka, MN 55345",Machine Learning Engineer,USA,Remote in Minnetonka,,Mid-Level,118300.0,66100.0,Yearly,1.0,,undergraduate,Front End Software Developer   Telecommute,"['CSS', 'client', 'asp', 'Leadership', 'BA', 'api', 'ML', 'R', 'D', 'C', 'HTML', 'Java']"
GoDaddy,+2 locationsRemote,Machine Learning Engineer,USA,+2 locationsRemote,,Senior Level,160000.0,128000.0,Yearly,5.0,,undergraduate,Senior Machine Learning Engineer,"['D', 'C', 'Go', 'R']"
Openmind Technologies,Remote,Machine Learning Engineer,USA,Remote,,,58.0,32.08,Hourly,2.0,Contract,,Software Engineer,"['client', 'asp', 'api', 'Python', 'AWS', 'C#', 'R', 'server', 'D', 'C', 'Javascript', 'UI', 'Java']"
CircleUp,Remote,Machine Learning Engineer,USA,Remote,,,133000.0,105000.0,Yearly,4.0,,,Data Engineer,[]
General Motors,"Warren, MI",Machine Learning Engineer,USA,Warren,,,,,,2.0,,undergraduate,System Integration Engineer   SDV,"['Python', 'R', 'D', 'C', 'C++']"
Patriot Machine Inc,"Saint Charles, MO 63301",Machine Learning Engineer,USA,Saint Charles,,,73900.0,58300.0,Yearly,2.0,,,Engineer I   Engineer Development Program,"['D', 'C', 'Excel', 'R']"
Computer Staff,"Houston, TX+1 location",Machine Learning Engineer,USA,Houston,,,160000.0,120000.0,Yearly,3.0,,,"Python data engineer, contract",['R']
Sonata Solutions Software LLC,"Dallas, TX",Machine Learning Engineer,USA,Dallas,,,171508.0,68220.0,Yearly,,Full-time,,Machine Learning Ops Engineer,"['C', 'Python']"
MicroAI,"Irving, TX 75038 (Cottonwood area)+1 location",Machine Learning Engineer,USA,Irving,,Senior Level,157000.0,124000.0,Yearly,5.0,Full-time,,Senior Machine Learning Engineer,"['Flask', 'MySQL', 'TensorFlow', 'Excel', 'OpenCL', 'SQL', 'Python', 'R', 'D', 'C', 'C++', 'Docker', 'NoSQL', 'Java']"
Dell,"Hopkinton, MA 01748+2 locations",Machine Learning Engineer,USA,Hopkinton,,Senior Level,159000.0,126000.0,Yearly,3.0,,undergraduate,Senior Software Engineer   Data Management,"['HDFS', 'Go', 'asp', 'Ada', 'Python', 'AWS', 'Hive', 'R', 'Spark', 'server', 'D', 'C', 'C++', 'Docker', 'Hadoop', 'Java']"
develop.,"Miami, FL",Machine Learning Engineer,USA,Miami,,Senior Level,165000.0,130000.0,Yearly,20.0,,,Lead Data Scientist / Software Engineer,"['PowerBI', 'A/B testing', 'Git', 'AWS', 'ML']"
Denken Solutions Inc,Remote,Machine Learning Engineer,USA,Remote,,,70.0,65.0,Hourly,3.0,Contract,,ML DevOps Engineer,['R']
Brookhaven National Laboratory,"Upton, NY 11973",Machine Learning Engineer,USA,Upton,,,140000.0,111000.0,Yearly,70.0,,undergraduate,Postdoctoral Research Associate Machine Learning,"['Python', 'PyTorch', 'R', 'D', 'C', 'C++']"
"Expedition Technology, Inc.","Herndon, VA 20171+2 locations",Machine Learning Engineer,USA,Herndon,,,143000.0,113000.0,Yearly,5.0,,undergraduate,Software Developer   Front End Engineer,"['Go', 'Javascript', 'Python', 'Git', 'AWS', 'js', 'node', 'R', 'D', 'C', 'C++', 'Docker', 'UI', 'Java']"
Alarm.com,"Tysons Corner, VA+4 locations",Machine Learning Engineer,USA,Tysons Corner,,,91500.0,72300.0,Yearly,5.0,,undergraduate,Quality Engineer II   Panels,"['SQL', 'Python', 'api', 'R', 'D', 'C', 'Excel']"
Capgemini,+3 locationsRemote,Machine Learning Engineer,USA,+3 locationsRemote,,Senior Level,158000.0,125000.0,Yearly,5.0,,,Senior AWS Engineer,"['D', 'R']"
Disco Technology,"Remote in San Francisco, CA",Machine Learning Engineer,USA,Remote in San Francisco,,,286000.0,226000.0,Yearly,10.0,,,VP of Engineering,['R']
bioMerieux SA,"St. Louis, MO",Machine Learning Engineer,USA,St. Louis,,,105000.0,82600.0,Yearly,2.0,,postgraduate,Data Scientist,"['Excel', 'MS Office', 'Statistics', 'Python', 'R', 'D', 'SAS', 'C', 'ATL']"
Annapurna Labs (U.S.) Inc.,"Cupertino, CA+9 locations",Machine Learning Engineer,USA,Cupertino,,,,,,3.0,,,Deep Learning Compiler Engineer,"['http', 'PyTorch']"
Cadre5,"Remote in Knoxville, TN 37932",Machine Learning Engineer,USA,Remote in Knoxville,,,133000.0,105000.0,Yearly,2.0,Full-time,hs,Software Test Engineer,"['PySpark', 'Go', 'Excel', 'Keras', 'client', 'BA', 'Python', 'SQL', 'Git', 'R', 'Spark', 'MongoDB', 'D', 'C', 'Docker', 'Java']"
General Motors,"Concord, NC",Machine Learning Engineer,USA,Concord,,,,,,5.0,,undergraduate,Motorsports Data Scientist and Software Engineer,['C']
Amgen,"Thousand Oaks, CA",Machine Learning Engineer,USA,Thousand Oaks,,,,,,2.0,,postgraduate,Data Engineer,"['Scala', 'PySpark', 'SQL', 'Python', 'Machine Learning', 'C#', 'R', 'Spark', 'Tableau', 'D', 'C', 'C++', 'Excel', 'NoSQL', 'Java']"
Neo Cybernetica,"Boston, MA 02108 (Back Bay-Beacon Hill area)+1 location",Machine Learning Engineer,USA,Boston,,,143000.0,113000.0,Yearly,5.0,,,AI Research Engineer,"['Keras', 'Reinforcement Learning', 'PyTorch', 'Optimization', 'ML', 'R', 'C']"
Capgemini,+8 locationsRemote,Machine Learning Engineer,USA,+8 locationsRemote,,,118000.0,92900.0,Yearly,7.0,,,Test Automation Engineer,"['D', 'R']"
Anaconda,"Remote in Austin, TX",Machine Learning Engineer,USA,Remote in Austin,,Senior Level,152000.0,120000.0,Yearly,5.0,Full-time,hs,Senior Data Engineer,['R']
Amgen,"Thousand Oaks, CA+1 location",Machine Learning Engineer,USA,Thousand Oaks,,,,,,3.0,,postgraduate,Data Scientist,"['Dash', 'DevOps', 'Python', 'SQL', 'ML', 'R', 'Tableau', 'D', 'C', 'Excel']"
talentarchitect.com,"Laramie, WY 82051",Machine Learning Engineer,USA,Laramie,,,120000.0,94600.0,Yearly,2.0,,undergraduate,Data Engineer,"['D', 'Python', 'Docker', 'Excel']"
AEG Worldwide,"Los Angeles, CA",Machine Learning Engineer,USA,Los Angeles,,,196000.0,155000.0,Yearly,,,undergraduate,"Manager, Data Engineering","['client', 'AWS', 'R', 'D', 'C']"
Civis Analytics,"Temporarily Remote in Chicago, IL",Machine Learning Engineer,USA,Temporarily Remote in Chicago,,Senior Level,148000.0,117000.0,Yearly,5.0,Full-time,undergraduate,Senior DevOps Engineer,"['Go', 'DevOps', 'Python', 'AWS', 'D', 'C', 'Java']"
AEM,"Chandler, AZ 85226+1 location",Machine Learning Engineer,USA,Chandler,,Senior Level,107000.0,84300.0,Yearly,7.0,Full-time,undergraduate,Senior Mechanical Engineer    Chandl...,"['C', 'http', 'R', 'problem solver']"
Carvana,"Remote in Atlanta, GA 30318",Machine Learning Engineer,USA,Remote in Atlanta,,Senior Level,,,,7.0,,,"Senior Full Stack Engineer, Vehicle Experience","['D', 'C', 'R', 'Vi']"
Oak Ridge National Laboratory,"Oak Ridge, TN 37830+1 location",Machine Learning Engineer,USA,Oak Ridge,,,108000.0,85100.0,Yearly,,,undergraduate,Research Software Engineer,"['http', 'asp', 'DevOps', 'ML', 'R', 'D', 'C', 'C++', 'Excel', 'HTML']"
Verizon,"Houston, TX 77095",Machine Learning Engineer,USA,Houston,,Senior Level,,,,,,undergraduate,Senior Systems Performance Engineer,"['Go', 'ETL', 'SQL', 'Python', 'api', 'R', 'Tableau', 'D', 'Deep Learning', 'C']"
Amazon.com Services LLC,"Bellevue, WA",Machine Learning Engineer,USA,Bellevue,,,,,,1.0,,postgraduate,"SDE I   Rekognition Labels, Amazon Rekognition Labels & Mode...","['http', 'Vi', 'Computer Vision', 'Machine Learning', 'AWS', 'R', 'D', 'C']"
Microchip Technology,"Chandler, AZ 85224+3 locations",Machine Learning Engineer,USA,Chandler,,,73100.0,57700.0,Yearly,1.0,,undergraduate,Engineer I   ESG Assurance,"['PowerPoint', 'Excel']"
Eventbrite,"San Francisco, CA 94107 (Mission Bay area)",Machine Learning Engineer,USA,San Francisco,,Senior Level,152000.0,120000.0,Yearly,4.0,,,Senior Backend Engineer   Search and Discovery,"['C', 'R', 'Vi']"
Cognizant Technology Solutions,"Wayne, PA 19087+3 locations",Machine Learning Engineer,USA,Wayne,,,,,,,,undergraduate,Azure Data Engineer,"['client', 'R', 'D', 'Statistics', 'C']"
Verizon,"Houston, TX 77095",Machine Learning Engineer,USA,Houston,,Senior Level,,,,,,undergraduate,Senior Systems Performance Engineer,"['Go', 'ETL', 'SQL', 'Python', 'api', 'R', 'Tableau', 'D', 'Deep Learning', 'C']"
Amgen,"Remote in Los Angeles, CA",Machine Learning Engineer,USA,Remote in Los Angeles,,Senior Level,,,,3.0,,postgraduate,Senior Machine Learning Engineer   US,"['PySpark', 'TensorFlow', 'Python', 'Git', 'AWS', 'Hive', 'Machine Learning', 'PyTorch', 'ML', 'R', 'Spark', 'D', 'Statistics', 'C', 'NLP', 'Hadoop', 'Scala']"
NVIDIA,"Santa Clara, CA+3 locations",Machine Learning Engineer,USA,Santa Clara,,Senior Level,,,,5.0,,undergraduate,Senior Physical Design Engineer,"['Perl', 'Initiative', 'R', 'D', 'C']"
Amgen,"Remote in Tampa, FL+1 location",Machine Learning Engineer,USA,Remote in Tampa,,Mid-Level,,,,2.0,,postgraduate,Principal Data Engineer   Machine Learning   US,"['Keras', 'ETL', 'DevOps', 'Python', 'SQL', 'Git', 'PyTorch', 'R', 'Spark', 'D', 'Statistics', 'C', 'Excel', 'Java']"
GE Corporate,"Niskayuna, NY 12309",Machine Learning Engineer,USA,Niskayuna,,Senior Level,,,,3.0,,postgraduate,Lead Engineer   Materials Informatics,"['Excel', 'Perl', 'Python', 'R', 'D', 'C', 'C++', 'ATL', 'Java']"
Tempus,"Remote in New York, NY+2 locations",Machine Learning Engineer,USA,Remote in New York,,,154000.0,122000.0,Yearly,2.0,,doctorate,Real World Data Scientist,"['D', 'R']"
Sonic Foundry,"Madison, WI 53703 (Capitol area)+1 location",Machine Learning Engineer,USA,Madison,,,123000.0,97500.0,Yearly,5.0,Full-time,,Head of Data Science,"['Python', 'C', 'C++', 'Excel', 'Java']"
Leidos,"Madison, AL 35758+2 locations",Machine Learning Engineer,USA,Madison,,Senior Level,,,,4.0,,undergraduate,Senior Systems Engineer / Data Engineer,['R']
"Amazon Web Services, Inc.","New York, NY+1 location",Machine Learning Engineer,USA,New York,,Senior Level,193199.0,142800.0,Yearly,10.0,,undergraduate,"Senior Sales Specialist, Database","['D', 'C', 'BA']"
Dell Technologies,"Remote in Hopkinton, MA+31 locations",Machine Learning Engineer,USA,Remote in Hopkinton,,Senior Level,162000.0,128000.0,Yearly,5.0,,undergraduate,Senior Software Engineer,"['D', 'C', 'R']"
Cartiga°,"Los Angeles, CA 90069",Machine Learning Engineer,USA,Los Angeles,,,158000.0,125000.0,Yearly,3.0,Full-time,postgraduate,Data Science Manager,['R']
Booz Allen Hamilton,"Langley AFB, VA+15 locations",Machine Learning Engineer,USA,Langley AFB,,,,,,5.0,,postgraduate,"Machine Learning Engineer, Senior","['Go', 'Keras', 'TensorFlow', 'ETL', 'SQL', 'Python', 'AWS', 'ML', 'R', 'D', 'Statistics', 'C', 'NLP']"
Leidos,"King of Prussia, PA 19406+1 location",Machine Learning Engineer,USA,King of Prussia,,,,,,8.0,,undergraduate,Hypersonic Design Engineer,"['D', 'R']"
Tealium,Remote,Machine Learning Engineer,USA,Remote,,Senior Level,171000.0,135000.0,Yearly,10.0,Full-time,hs,"Senior Software Engineer, Java","['Redis', 'SQL', 'Ownership', 'AWS', 'Hive', 'R', 'Spark', 'D', 'PostgreSQL', 'C', 'Docker', 'NoSQL', 'Hadoop', 'Java']"
Mercedes-Benz R&D North America,"Redford, MI+2 locations",Machine Learning Engineer,USA,Redford,,,,,,10.0,,undergraduate,Engineer Powertrain Software Coordination,"['Documentation', 'Tracking', 'R', 'D', 'C', 'Excel']"
Capgemini,"Orlando, FL",Machine Learning Engineer,USA,Orlando,,,117000.0,92000.0,Yearly,2.0,,,Web and API Automation Engineer,"['D', 'R']"
Neo Cybernetica,"Bedford, NH 03110",Machine Learning Engineer,USA,Bedford,,,127000.0,100000.0,Yearly,1.0,,,Embedded Systems Engineer,"['R', 'D', 'C', 'C++', 'Lidar']"
"Amazon Dev Center U.S., Inc.",+10 locationsRemote,Machine Learning Engineer,USA,+10 locationsRemote,,Senior Level,194400.0,143700.0,Yearly,5.0,,undergraduate,"Senior Frontend Engineer, Identity User Experience and Console...",['AWS']
Hazen and Sawyer,"Independence, OH 44131",Machine Learning Engineer,USA,Independence,,,84800.0,67000.0,Yearly,5.0,,undergraduate,Data Analyst,"['client', 'ETL', 'SQL', 'Python', 'R', 'D', 'C', 'UI']"
Booz Allen Hamilton,"El Segundo, CA+1 location",Machine Learning Engineer,USA,El Segundo,,,,,,1.0,,undergraduate,Model Based System Engineer,"['BA', 'Python', 'Machine Learning', 'VBA', 'ML', 'R', 'D', 'C', 'ATL', 'Java']"
Oak Ridge National Laboratory,"Oak Ridge, TN 37831",Machine Learning Engineer,USA,Oak Ridge,,Senior Level,132000.0,104000.0,Yearly,12.0,,hs,Senior R&D Staff,"['http', 'DevOps', 'Python', 'Git', 'MPI', 'C#', 'R', 'Spark', 'MongoDB', 'D', 'C', 'C++', 'Excel', 'Hadoop', 'Java']"
Nuro,"Mountain View, CA+1 location",Machine Learning Engineer,USA,Mountain View,,,168000.0,133000.0,Yearly,5.0,,undergraduate,"Software Technical Program Manager, Behavior","['D', 'C', 'Excel']"
Amazon.com Services LLC,"Seattle, WA+103 locations",Machine Learning Engineer,USA,Seattle,,,,,,5.0,,undergraduate,Data Engineer,"['http', 'ETL', 'AWS', 'Spark', 'R', 'C']"
Leidos,"Beavercreek, OH 45431",Machine Learning Engineer,USA,Beavercreek,,Senior Level,,,,8.0,,postgraduate,Signatures Modeling Engineer,"['Excel', 'Python', 'Machine Learning', 'R', 'D', 'C', 'C++', 'ATL']"
Amgen,"Tampa, FL+2 locations",Machine Learning Engineer,USA,Tampa,,,,,,2.0,,postgraduate,Software Engineer,"['Go', 'SQL', 'Python', 'Machine Learning', 'AWS', 'ML', 'R', 'server', 'D', 'C', 'HTML', 'Java']"
OppFi,"Remote in Chicago, IL",Machine Learning Engineer,USA,Remote in Chicago,,,,108000.0,Yearly,,,undergraduate,Marketing Data Science Manager,"['C', 'api', 'R']"
"Amazon Web Services, Inc.","Seattle, WA+110 locations",Machine Learning Engineer,USA,Seattle,,,,,,1.0,,,"Software Development Engineer, AWS Industry Products, Energy...",['R']
Travelport,"Englewood, CO+1 location",Machine Learning Engineer,USA,Englewood,,,120000.0,110000.0,Yearly,,,undergraduate,Pricing Engineer,['R']
Amgen,"Remote in Jacksonville, FL+2 locations",Machine Learning Engineer,USA,Remote in Jacksonville,,,,,,2.0,,postgraduate,Process Automation Lead Architect   US,"['Go', 'Python', 'Machine Learning', 'AWS', 'NLP', 'C#', 'R', 'D', 'OCR', 'C', 'C++', 'Swift', 'Java']"
Amazon.com Services LLC,"New York, NY",Machine Learning Engineer,USA,New York,,Senior Level,,,,2.0,,postgraduate,"Senior Product Manager   Support, Advertising Support & Operati...","['D', 'R']"
WELLS FARGO BANK,"Wilmington, DE+17 locations",Machine Learning Engineer,USA,Wilmington,,Senior Level,,,,4.0,,undergraduate,Senior Software Engineer   Spark Data Analytics,"['Data Warehousing', 'ETL', 'SSI', 'SQL', 'Python', 'Hive', 'R', 'Spark', 'D', 'Statistics', 'C']"
Amgen,"Remote in Los Angeles, CA+1 location",Machine Learning Engineer,USA,Remote in Los Angeles,,Senior Level,,,,2.0,,postgraduate,Senior Data Scientist   US,"['SQL', 'Python', 'Git', 'AWS', 'R', 'Spark', 'D', 'C', 'Excel']"
GumGum,"Remote in Santa Monica, CA 90401",Machine Learning Engineer,USA,Remote in Santa Monica,,Senior Level,162000.0,128000.0,Yearly,,Full-time,undergraduate,Senior Data Engineer,"['Scala', 'ETL', 'SQL', 'Python', 'AWS', 'R', 'Spark', 'D', 'C', 'Java']"
Amazon.com Services LLC,"Boston, MA+21 locations",Machine Learning Engineer,USA,Boston,,,,,,,,postgraduate,"Research Scientist, ASK International Data",['R']
"Expedition Technology, Inc.","Herndon, VA 20171",Machine Learning Engineer,USA,Herndon,,Senior Level,157000.0,124000.0,Yearly,5.0,,undergraduate,Senior DevOps Engineer,"['D', 'AWS', 'C', 'Git']"
Computer Staff,"Houston, TX",Machine Learning Engineer,USA,Houston,,Senior Level,180000.0,150000.0,Yearly,7.0,,,Lead Python data engineer,['R']
3M,"Knoxville, IA 50138",Machine Learning Engineer,USA,Knoxville,,,107000.0,84500.0,Yearly,,,undergraduate,Control Systems Engineer,"['SQL', 'Data Analysis', 'Optimization', 'R', 'D', 'C']"
Georgia Tech Research Institute,"Atlanta, GA 30332 (Georgia Tech area)",Machine Learning Engineer,USA,Atlanta,,,,,,14.0,,postgraduate,Operations Research Systems Analyst   ACL,"['D', 'C', 'R', 'Project Management']"
Assa Abloy,"Austin, TX+2 locations",Machine Learning Engineer,USA,Austin,,Entry Level,94100.0,74300.0,Yearly,2.0,,undergraduate,"Engineer I, Software","['Go', 'Vi', 'asp', 'JSON', 'Python', 'Git', 'XML', 'C#', 'ML', 'D', 'C', 'HTML', 'Java']"
WELLS FARGO BANK,"Wilmington, DE+7 locations",Machine Learning Engineer,USA,Wilmington,,Senior Level,,,,4.0,,undergraduate,Senior Software Engineer   Spark Data Analytics,"['Data Warehousing', 'ETL', 'SSI', 'SQL', 'Python', 'Hive', 'R', 'Spark', 'D', 'Statistics', 'C']"
Amgen,"Jacksonville, FL",Machine Learning Engineer,USA,Jacksonville,,,,,,3.0,,postgraduate,Automation Architect,"['Go', 'Spotfire', 'DevOps', 'Python', 'SQL', 'Machine Learning', 'NLP', 'C#', 'R', 'Tableau', 'D', 'OCR', 'C', 'C++', 'UI', 'Swift', 'Java']"
3M,"Knoxville, IA 50138",Machine Learning Engineer,USA,Knoxville,,,107000.0,84500.0,Yearly,,,undergraduate,Control Systems Engineer,"['SQL', 'Data Analysis', 'Optimization', 'R', 'D', 'C']"
ServiceNow,"San Diego, CA 92121 (University City area)",Machine Learning Engineer,USA,San Diego,,,,,,6.0,,postgraduate,Staff Linux Systems Administrator   Federal,"['MySQL', 'Go', 'Flexible', 'Databases', 'Perl', 'ITIL', 'Vi', 'DevOps', 'Python', 'SQL', 'R', 'server', 'D', 'C', 'Java']"
"Velocity Works, LLC","Franklin, PA 16323+1 location",Machine Learning Engineer,USA,Franklin,,,102000.0,80200.0,Yearly,3.0,,undergraduate,Electrical Engineer   Haulage,"['D', 'C', 'R', 'client']"
"Expedition Technology, Inc.","Herndon, VA 20171",Machine Learning Engineer,USA,Herndon,,,125000.0,98400.0,Yearly,4.0,,undergraduate,Machine Learning Software Engineer,"['Go', 'Keras', 'Python', 'Machine Learning', 'PyTorch', 'R', 'Software development', 'D', 'Deep Learning', 'C', 'C++', 'Excel']"
Amgen,"Remote in Tampa, FL",Machine Learning Engineer,USA,Remote in Tampa,,,,,,3.0,,postgraduate,Software Engineer,"['Go', 'Python', 'AWS', 'R', 'D', 'C', 'Java']"
Amgen,"Remote in Thousand Oaks, CA",Machine Learning Engineer,USA,Remote in Thousand Oaks,,Senior Level,,,,2.0,,postgraduate,Senior Manager Information Systems   Science & Advanced Anal...,"['Git', 'AWS', 'R', 'Spark', 'D', 'C', 'Excel']"
Aquatic Capital Management,"Chicago, IL",Machine Learning Engineer,USA,Chicago,,,148000.0,117000.0,Yearly,4.0,,undergraduate,Technical Product Manager,"['C', 'R']"
Viasat,"Carlsbad, CA+6 locations",Machine Learning Engineer,USA,Carlsbad,,,122000.0,96300.0,Yearly,35.0,,undergraduate,"Software Engineer, Early Career","['Network Programming', 'Vi', 'Python', 'Git', 'Machine Learning', 'R', 'D', 'C', 'C++', 'Docker', 'Java']"
Barracuda Networks Inc.,"Hybrid remote in Campbell, CA 95008+1 location",Machine Learning Engineer,USA,Hybrid remote in Campbell,,Senior Level,152000.0,120000.0,Yearly,5.0,,undergraduate,Senior Data Engineer,['R']
"Neophoenix Industries, LLC. | Information...",Remote,Machine Learning Engineer,USA,Remote,,Senior Level,109000.0,89000.0,Yearly,,Full-time,postgraduate,Senior Software Engineer,"['Go', 'client', 'asp', 'Python', 'Algorithms', 'Machine Learning', 'C#', 'R', 'D', 'C', 'C++', 'Java']"
Turo,"Remote in San Francisco, CA",Machine Learning Engineer,USA,Remote in San Francisco,,,201000.0,159000.0,Yearly,5.0,,,Staff Data Scientist,"['D', 'Python', 'ML', 'R']"
Lawrence Livermore National Laboratory,"Livermore, CA 94550",Machine Learning Engineer,USA,Livermore,,,,,,5.0,,undergraduate,RF / Photonics Engineer,"['api', 'Python', 'R', 'D', 'C']"
Idaho National Laboratory,"Remote in Idaho Falls, ID",Machine Learning Engineer,USA,Remote in Idaho Falls,,,142000.0,113000.0,Yearly,2.0,,undergraduate,Software Engineer   Digital Twin Research Scientist,"['Go', 'Vi', 'Node.js', 'SQL', 'Python', 'js', 'AWS', 'C#', 'Protocols', 'R', 'MongoDB', 'D', 'PostgreSQL', 'C', 'C++', 'Swift', 'Scala']"
Benson Hill,+2 locationsRemote,Machine Learning Engineer,USA,+2 locationsRemote,,Senior Level,140000.0,116416.0,Yearly,8.0,Full-time,postgraduate,"Senior Manager, Data Engineering","['Neo4j', 'Python', 'AWS', 'Hive', 'C#', 'R', 'Spark', 'D', 'C', 'Docker']"
