Unnamed: 0,id,company,location,postDate,title scraped for,Country,upper_salary,lower_salary,payment_frequency,State,age,Position,year_of_exp,contract_type,eligibility,title_cleaned,skills_list
2500,job_bfe5e381da98e4b2,Trafigura,"Mumbai, Maharashtra",11 days ago,Business Analyst,India,,,,Mumbai,,Mid-Level,7.0,,,AVP  IT BUSINESS ANALYST,"['D', 'C', 'R']"
2501,job_e052cf97f3874554,Dyson,"Gurgaon, Haryana",13 days ago,Business Analyst,India,,,,Gurgaon,,Senior Level,2.0,,undergraduate,"Junior Analyst   Accounting, Reporting and Control Coordinat...","['D', 'C', 'Go']"
2502,job_76eabe9236a96be2,Pena4 Tech Solutions,"Hyderabad, Telangana",9 days ago,Business Analyst,India,,,,Hyderabad,,Senior Level,,,,Senior Business Analyst,['R']
2503,job_df80756a0f29146d,Quantiphi,"Mumbai, Maharashtra",8 days ago,Business Analyst,India,,,,Mumbai,,,6.0,,postgraduate,Business Analyst,"['D', 'R']"
2504,job_4dc7211396a1e93c,EY,"Bengaluru, Karnataka",13 days ago,Business Analyst,India,,,,Bengaluru,,,3.0,,undergraduate,Analyst   Business Consulting Risk   FS   FSRM,['client']
2505,job_2c8c0112e48ba989,Western Digital,"Bengaluru, Karnataka",12 days ago,Business Analyst,India,,,,Bengaluru,,,8.0,,undergraduate,Analyst,"['D', 'C', 'R']"
2506,job_7b000e1686b66fce,Kyndryl Solutions Private Limited,"Noida, Uttar Pradesh",13 days ago,Business Analyst,India,,,,Noida,,,3.0,,undergraduate,Business Analyst,"['D', 'C', 'R', 'Java', 'Python']"
2507,job_431064453b16c5d9,Moody's Investors Service,"Gurgaon, Haryana",13 days ago,Business Analyst,India,,,,Gurgaon,,,,,postgraduate,Business Analyst,"['Documentation', 'D', 'C', 'PowerPoint', 'Vi', 'asp', 'R', 'Presentation', 'BA', 'Excel']"
2508,job_7830b32c9fdcad5e,Mindtree,"Bengaluru, Karnataka",13 days ago,Business Analyst,India,,,,Bengaluru,,,3.0,,postgraduate,Business Analyst   GDS/Travel/Airline domain,"['D', 'C', 'Go', 'MS Excel', 'R', 'BA', 'Excel']"
2509,job_3fc4ea438d98a023,Genpact,"Noida, Uttar Pradesh+1 location",11 days ago,Business Analyst,India,,,,Noida,,,,,postgraduate,Manager   Business Analyst,"['D', 'C', 'Go', 'R', 'Presentation', 'Excel']"
2510,job_225e90311989b238,Springer Nature,"Pune, Maharashtra",8 days ago,Business Analyst,India,,,,Pune,,Senior Level,6.0,,undergraduate,Senior Business Analyst,"['D', 'C', 'BA', 'R', 'Vi']"
2511,job_3976a7b70ebd7692,BirlaSoft,"Noida, Uttar Pradesh",7 days ago,Business Analyst,India,,,,Noida,,Senior Level,8.0,,undergraduate,Lead Business Analyst,"['D', 'C', 'R', 'SDLC', 'Initiative']"
2512,job_c2839864deeabb94,Publicis Sapient,"Gurgaon, Haryana+2 locations",7 days ago,Business Analyst,India,,,,Gurgaon,,,6.0,,,Murex Business Analyst/Senior Analyst,"['SQL', 'Documentation', 'D', 'C', 'R', 'Flexible']"
2513,job_cde62b494dc647a0,Barclays,"Pune, Maharashtra",7 days ago,Business Analyst,India,,,,Pune,,,,,postgraduate,Market Risk Business Analyst,"['D', 'C', 'client', 'R', 'Vi', 'Excel']"
2514,job_66aff1e415e540a3,Deutsche Bank,"Pune, Maharashtra+2 locations",Posted 12 days ago,Business Analyst,India,,,,Pune,,Senior Level,6.0,,postgraduate,Lead Business Analyst,['C']
2515,job_3e84dab777c87ab4,Deloitte,"Bengaluru, Karnataka",Posted 7 days ago,Business Analyst,India,,,,Bengaluru,,Senior Level,4.0,,undergraduate,Senior Business System Analyst   Senior Analyst,"['D', 'C', 'Vi', 'Go', 'R', 'DevOps', 'Leadership', 'BA', 'Excel']"
2516,job_ffad6d9fc9b3831b,ADCI MAA 15 SEZ,"Chennai, Tamil Nadu",Posted 7 days ago,Business Analyst,India,,,,Chennai,,,1.0,,undergraduate,Business Analyst I,['R']
2517,job_298f1ca67d8d445c,TIAA,"Pune, Maharashtra",Posted 12 days ago,Business Analyst,India,,,,Pune,,,,,undergraduate,Analyst   Business Intelligence,"['D', 'Sed', 'C', 'R']"
2518,job_f6a2c0e179af90c3,Netcracker Technology,"Pune, Maharashtra",Posted 9 days ago,Business Analyst,India,,,,Pune,,,25.0,,undergraduate,Business Analyst   Order Management,['R']
2519,job_ca4e932c7bc9d9be,Philips,"Hybrid remote in Chennai, Tamil Nadu",Posted 8 days ago,Business Analyst,India,,,,Hybrid remote in Chennai,,,12.0,,postgraduate,PMS Analytics Business Analyst Senior Expert,"['SQL', 'Statistics', 'D', 'C', 'Supply Chain', 'Data Assets', 'Go', 'Hive', 'R', 'Databases', 'ML', 'SAS', 'Regression', 'Hadoop', 'Python']"
2520,job_fb141a595a7b6ad7,EY,"Bengaluru, Karnataka+1 location",Posted 10 days ago,Business Analyst,India,,,,Bengaluru,,,,,,Reporting / Data Analyst,"['SQL', 'D', 'C', 'client', 'Go', 'api', 'Excel']"
2521,job_0f70370ebbfffc4d,Barclays,"Pune, Maharashtra",Posted 7 days ago,Business Analyst,India,,,,Pune,,,10.0,,,Credit Risk Business Analyst,"['SQL', 'D', 'C', 'client', 'Vi', 'R', 'Probability', 'Hadoop', 'Presentation', 'BA', 'Excel']"
2522,job_19a1ddbe47852765,Eightfold AI,"Bengaluru, Karnataka+1 location",Posted 11 days ago,Business Analyst,India,,,,Bengaluru,,,6.0,,,Business Systems Analyst,['R']
2523,job_92af29e21ae452b1,EY,"Gurgaon, Haryana",Posted 13 days ago,Business Analyst,India,,,,Gurgaon,,,1.0,,postgraduate,Associate Analyst   Areas & Markets   Business Insights,"['C', 'client', 'PowerPoint', 'R', 'api', 'Excel']"
2524,job_4d341aa7252116f8,IDFC FIRST Bank,"Mumbai, Maharashtra",Posted 13 days ago,Business Analyst,India,,,,Mumbai,,,,,,Business & Channel Analyst,"['D', 'R', 'BA']"
2525,job_eef04c5a0bba3131,"Sensata Technologies, Inc.","Pune, Maharashtra",Posted 9 days ago,Business Analyst,India,,,,Pune,,,,,undergraduate,Quality Assurance Analyst   Business Intelligence,"['D', 'C', 'PowerPoint', 'R', 'Excel']"
2526,job_5eae0fba8bb07940,Tech mahindra,"Hyderabad, Telangana+1 location",Posted 12 days ago,Business Analyst,India,,,,Hyderabad,,Senior Level,,,,Senior Business Analyst,['R']
2527,job_2305b67d3ecd77e6,Barclays,"Pune, Maharashtra",Posted 12 days ago,Business Analyst,India,,,,Pune,,,,,,CCO   Data Analyst,"['D', 'C', 'client', 'R', 'Vi', 'Excel']"
2528,job_6e58c077c3f2d907,HyreFox Consultants,"Jaipur, Rajasthan+1 location",Posted 10 days ago,Business Analyst,India,600000.0,360000.0,Yearly,Jaipur,,,,,,Data Analyst Full Time,['R']
2529,job_0ab7b9f914a5fd6a,HSBC,"Pune, Maharashtra+1 location",Posted 8 days ago,Business Analyst,India,,,,Pune,,,3.0,,hs,Business Analyst/Enterprise Technology,"['SQL', 'D', 'C', 'Vi', 'Go', 'api', 'Python', 'Excel']"
2530,job_b861f0d07b50e9b2,Visa,"Temporarily Remote in Bengaluru, Karnataka",Posted 8 days ago,Business Analyst,India,,,,Temporarily Remote in Bengaluru,,Senior Level,2.0,,undergraduate,Senior Financial Analyst,"['D', 'C', 'BA', 'Vi', 'Excel']"
2531,job_f74e84095858cd99,RealPage,"Hyderabad, Telangana",Posted 7 days ago,Business Analyst,India,,,,Hyderabad,,,2.0,,postgraduate,Business Analyst II,"['JSON', 'SQL', 'D', 'C', 'R', 'DevOps', 'UI']"
2532,job_d7b7d1454a449edb,DTCC,"Chennai, Tamil Nadu",Posted 8 days ago,Business Analyst,India,,,,Chennai,,,5.0,,undergraduate,Business Analyst,"['XML', 'JSON', 'SQL', 'D', 'C', 'Vi', 'R', 'ML', 'MS Office', 'BA']"
2533,job_034c7e70676f0172,"JPMorgan Chase Bank, N.A.","Hyderabad, Telangana",Posted 12 days ago,Business Analyst,India,,,,Hyderabad,,,200.0,,undergraduate,CIB Wholesale KYC Operations Business Analyst,"['D', 'C', 'client', 'PowerPoint', 'R', 'Excel']"
2534,job_148bbc276eff69d2,Lumiq,"Noida, Uttar Pradesh",Posted 11 days ago,Business Analyst,India,,,,Noida,,Senior Level,8.0,,postgraduate,Business Analyst   General Insurance,"['C', 'Go', 'R', 'ML', 'BA', 'UX']"
2535,job_7d42204558df924a,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",Posted 12 days ago,Business Analyst,India,,,,Mumbai,,,2.0,,undergraduate,CIB Business Analyst Associate I,"['SQL', 'D', 'C', 'client', 'Go', 'R', 'Project Management', 'BA']"
2536,job_28580080d5806910,ZM Financial Systems,"Gurgaon, Haryana",Posted 13 days ago,Business Analyst,India,,,,Gurgaon,,,,,postgraduate,Associate Business Analyst,"['Documentation', 'D', 'C', 'PowerPoint', 'Vi', 'asp', 'R', 'Presentation', 'BA', 'Excel']"
2537,job_b5a2a959e0fa3637,Applied Materials,"Bengaluru, Karnataka",Posted 7 days ago,Business Analyst,India,,,,Bengaluru,,,3.0,,undergraduate,Business Intelligence Analyst,"['SQL', 'Statistics', 'D', 'C', 'R', 'Tableau', 'Excel']"
2538,job_5490d9737d07bb87,Genpact,"Hyderabad, Telangana",Posted 8 days ago,Business Analyst,India,,,,Hyderabad,,,,,postgraduate,DG Business Analyst   Logistics,"['D', 'C', 'R', 'Go']"
2539,job_915babd21ac4ec03,NCR,"Puducherry, Puducherry",Posted 7 days ago,Business Analyst,India,,,,Puducherry,,,2.0,,undergraduate,Supply Chain Analyst,"['D', 'C', 'R', 'Excel']"
2540,job_a69852af7d645afd,Tata Communications,"Mumbai, Maharashtra",Posted 12 days ago,Business Analyst,India,,,,Mumbai,,Senior Level,4.0,,,Senior Analyst   Sales,['R']
2541,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,esults that have direct impact on the achievement of results within the,['R']
2542,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Identify sales opportunities and conduct feasibility checks to ensure maximum conversion of these opportunities to generate revenue as per sales strategy targets,['R']
2543,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Position and promote the partner value proposition,['R']
2544,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Annual revenue quota booking roles,['R']
2545,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Responsible,['R']
2546,,,Unspecified,,Business Analyst,India,,,,Unspecified,,Senior Level,,,,Lead and own opportunity progress on CRM system Salesforcecom and manage deal progressionclosure by ensuring cross functional teams BD Teams Bid Management Solutions Legal Commercial etc collaboration,['R']
2547,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Digital sales involves the use of virtual channels to reach out to prospects provide education and ultimately offer a solution that uniquely meets their needs,['R']
2548,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,The Digital Sales Representative DSR is a Quota Carrying role accountable,['R']
2549,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Manage and coordinate the overall operation of the BU to support large complex bids with customers,['R']
2550,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Provide operations support to sales professionals,['R']
2551,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,manage new initiativesopportunities that may involve coordination between the sales channel and other organizations such as Marketing Product Management IT etc,['R']
2552,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Responsibilities may include but are not limited to the following Sales process activities of the business segment Billing Orders Agreements Bilaterals swaps Market Management etc,['R']
2553,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,coordinating between different teams or stitching together proposals and ensuring timely responses to RFPs Technical Competencies Regularly participates,['R']
2554,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Identify sales opportunities and conduct feasibility checks to ensure maximum conversion of these opportunities to generate revenue as per sales strategy targets,['R']
2555,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Position and promote the partner value proposition,['R']
2556,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Annual revenue quota booking roles,['R']
2557,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Responsible,['R']
2558,,,Unspecified,,Business Analyst,India,,,,Unspecified,,Senior Level,,,,Lead and own opportunity progress on CRM system Salesforcecom and manage deal progressionclosure by ensuring cross functional teams BD Teams Bid Management Solutions Legal Commercial etc collaboration,['R']
2559,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Digital sales involves the use of virtual channels to reach out to prospects provide education and ultimately offer a solution that uniquely meets their needs,['R']
2560,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,The Digital Sales Representative DSR is a Quota Carrying role accountable,['R']
2561,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Manage and coordinate the overall operation of the BU to support large complex bids with customers,['R']
2562,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Provide operations support to sales professionals,['R']
2563,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,manage new initiativesopportunities that may involve coordination between the sales channel and other organizations such as Marketing Product Management IT etc,['R']
2564,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,Responsibilities may include but are not limited to the following Sales process activities of the business segment Billing Orders Agreements Bilaterals swaps Market Management etc,['R']
2565,,,Unspecified,,Business Analyst,India,,,,Unspecified,,,,,,"coordinating between different teams or stitching together proposals and ensuring timely responses to RFPs Knowledge / Skills""",['R']
2566,job_00b09c731bdbeaac,EY,"Pune, Maharashtra",Posted 13 days ago,Business Analyst,India,,,,Pune,,,,,postgraduate,TD&E   Senior Business Analyst,"['client', 'api', 'C']"
2567,job_8cb37c0b3d8d53cc,Walsystems,"Remote in Pune, Maharashtra",Posted 12 days ago,Business Analyst,India,,,,Remote in Pune,,,,,,Business Analyst,"['D', 'C', 'BA']"
2568,job_6f0dad835caf3902,Netcracker Technology,"Pune, Maharashtra+2 locations",Posted 9 days ago,Business Analyst,India,,,,Pune,,,25.0,,undergraduate,Business Analyst   Data Migration,['R']
2569,job_811833d3df21387c,Barclays,"Pune, Maharashtra",13 days ago,Business Analyst,India,,,,Pune,,,5.0,,,PMO Analyst,"['D', 'C', 'client', 'Go', 'R', 'Vi', 'Excel']"
2570,job_dde1f42869f3d540,Paytm,"Noida, Uttar Pradesh",13 days ago,Business Analyst,India,,,,Noida,,,,,,Business Analyst   Manager/Senior Manager,"['SQL', 'PowerBI', 'D', 'C', 'Statistics', 'Go', 'Excel']"
2571,job_e53117cf10e8a576,Philips,"Hybrid remote in Chennai, Tamil Nadu",8 days ago,Business Analyst,India,,,,Hybrid remote in Chennai,,,,,postgraduate,PMS Analytics Business Analyst Expert,"['SQL', 'D', 'C', 'Supply Chain', 'client', 'Go', 'R', 'Databases', 'Vi']"
2572,job_28deae50186337e9,BAXTER,"Bengaluru, Karnataka",8 days ago,Business Analyst,India,,,,Bengaluru,,,5.0,,undergraduate,Business Analyst,"['D', 'C', 'R', 'Excel']"
2573,job_3f5a66acda7475dc,Futurism,"Pune, Maharashtra",8 days ago,Business Analyst,India,,,,Pune,,Senior Level,,,postgraduate,Senior Business Analyst,"['D', 'C', 'R']"
2574,job_ada931f70e9d3654,MasterCard,"Hybrid remote in Pune, Maharashtra",13 days ago,Business Analyst,India,,,,Hybrid remote in Pune,,Senior Level,,,postgraduate,Senior Business Analyst,"['D', 'C', 'Go', 'R', 'Project Management']"
2575,job_d6e734df2bf1c904,TestingXperts,"Chandigarh, Chandigarh",11 days ago,Business Analyst,India,,,,Chandigarh,,,5.0,,,Technical Business Analyst,"['Ada', 'SQL', 'D', 'C', 'R', 'DevOps', 'UX']"
2576,job_792baa15a80fc5f9,Infosys Limited,"Pune, Maharashtra",13 days ago,Business Analyst,India,,,,Pune,,,,,,Business Analyst Insurance INDD,"['client', 'C']"
2577,job_e3da8697a869f338,Optum,"Hyderabad, Telangana",13 days ago,Business Analyst,India,,,,Hyderabad,,,2.0,,undergraduate,Reporting Analyst,"['SQL', 'D', 'C', 'MS Excel', 'R', 'MS Office', 'Excel']"
2578,job_e1dc5cb143b626c9,SS&C Technologies,"Navi Mumbai, Maharashtra",12 days ago,Business Analyst,India,,,,Navi Mumbai,,,,,,Associate Manager   Business Analyst,"['SQL', 'Documentation', 'D', 'C', 'R']"
2579,job_613140ed4becda21,Future Pipe Industries,"Chennai, Tamil Nadu",8 days ago,Business Analyst,India,,,,Chennai,,,3.0,Full-time,undergraduate,Business Application Analyst   Infor LN,"['D', 'C', 'R']"
2580,job_556fef621b4c9eac,Citi,"Pune, Maharashtra",8 days ago,Business Analyst,India,,,,Pune,,,8.0,Contract,undergraduate,Chief of Staff Business Analyst,"['D', 'C', 'Vi', 'Excel']"
2581,job_97614c262f6ff54a,EY,"Mumbai, Maharashtra",13 days ago,Business Analyst,India,,,,Mumbai,,,,,,Analyst   Business Consulting Risk   CS&A   Risk Transformat...,"['D', 'C', 'client', 'Go', 'R']"
2582,job_a03952af7f52613f,State Street,"Remote in Hyderabad, Telangana",11 days ago,Business Analyst,India,,,,Remote in Hyderabad,,Senior Level,3.0,,postgraduate,Business Analyst  Senior Associate,"['D', 'C', 'client', 'Go', 'Git', 'Vi']"
2583,job_bac50f22257d80ec,Softenger,"Mumbai, Maharashtra",13 days ago,Business Analyst,India,,,,Mumbai,,,,,,PMO Analyst,['R']
2584,job_6f1e5a67b6b5150f,Deloitte,"Hyderabad, Telangana",Posted 11 days ago,Business Analyst,India,,,,Hyderabad,,,2.0,,,ITS CA   ITFM   Analyst,"['D', 'C', 'client', 'PowerPoint', 'R', 'Excel']"
2585,job_bea6264bfa42cddd,Bloom Energy,"Bengaluru, Karnataka",Posted 12 days ago,Business Analyst,India,,,,Bengaluru,,,4.0,,undergraduate,Installations Business Analyst,['R']
2586,job_b7f7c862a5e00114,Vodafone,"Pune, Maharashtra",Posted 7 days ago,Business Analyst,India,,,,Pune,,,,,,Deputy Manager Assistant Lead Business Analyst MEC Pune,"['Ada', 'D', 'C', 'R', 'DevOps']"
2587,job_44ef6a847d5093d6,EY,"Bengaluru, Karnataka",Posted 13 days ago,Business Analyst,India,,,,Bengaluru,,,6.0,,undergraduate,ServiceNow Functional Consultant  Business Analyst Senior,"['D', 'C', 'client', 'R', 'api']"
2588,job_7fb90071283c94f8,GoTo,"Remote in Bengaluru, Karnataka",Posted 11 days ago,Business Analyst,India,,,,Remote in Bengaluru,,Senior Level,4.0,,,Senior Business Analyst,"['SQL', 'D', 'Go', 'R', 'problem solver', 'Python', 'Excel']"
2589,job_e0e4c6f0277b3661,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",Posted 11 days ago,Business Analyst,India,,,,Bengaluru,,,200.0,,postgraduate,Business Analyst I   Pricing & Analytics,"['SQL', 'Statistics', 'D', 'C', 'client', 'Go', 'ML', 'SAS', 'Python']"
2590,job_533d3fe8ea046152,Kroll,"Hyderabad, Telangana",Posted 7 days ago,Business Analyst,India,,,,Hyderabad,,Senior Level,10.0,,,Senior Business Analyst,"['client', 'R']"
2591,job_87b35ec1b96b2548,Barclays,"Pune, Maharashtra",Posted 12 days ago,Business Analyst,India,,,,Pune,,,,,postgraduate,IAM Onboarding Analyst,"['Documentation', 'D', 'C', 'client', 'Vi', 'Process Management', 'R', 'BA', 'Excel']"
2592,job_7458e9ae7755cbbd,BNP Paribas,"Chennai, Tamil Nadu",Posted 13 days ago,Business Analyst,India,,,,Chennai,,Senior Level,3.0,,undergraduate,Senior Business Analyst,"['D', 'C', 'R']"
2593,job_1a24236ecc5ab512,EY,"Thiruvananthapuram, Kerala",Posted 10 days ago,Business Analyst,India,,,,Thiruvananthapuram,,Senior Level,5.0,,postgraduate,Business Analyst Lead   GDS Technology,"['D', 'C', 'client', 'Machine Learning', 'R', 'ML', 'BA']"
2594,job_e7ed0e0ec2f1805e,CARE India,"Hyderabad, Telangana",Posted 13 days ago,Business Analyst,India,,,,Hyderabad,,,3.0,,postgraduate,Business Analyst,"['Go', 'D', 'R', 'Excel']"
2595,job_088e20d645830576,Optum,"Hyderabad, Telangana",Posted 8 days ago,Business Analyst,India,,,,Hyderabad,,,,,,Associate Data Analyst,['R']
2596,job_0ca0848e17ccfb84,EY,"Gurgaon, Haryana",Posted 8 days ago,Business Analyst,India,,,,Gurgaon,,Senior Level,5.0,,postgraduate,Senior Analyst   Private Equity   Business Insights,"['D', 'C', 'client', 'PowerPoint', 'Go', 'api', 'BA', 'Excel']"
2597,job_b44240a4cb95bec2,Syfe Pte. Ltd.,"Gurgaon, Haryana",Posted 7 days ago,Business Analyst,India,,,,Gurgaon,,,4.0,,undergraduate,Business Intelligence Analyst,"['SQL', 'C', 'Excel']"
2598,job_dc927ad100e9f028,Shell,"Bengaluru, Karnataka",Posted 7 days ago,Business Analyst,India,,,,Bengaluru,,,10.0,,,Business Analyst   SAP Tax,"['D', 'C', 'R', 'Go']"
2599,job_8de23c777a20670e,S&P Global,"Hyderabad, Telangana",Posted 13 days ago,Business Analyst,India,,,,Hyderabad,,Senior Level,5.0,,hs,Senior Data Transformation Analyst I,"['D', 'C', 'Excel']"
2600,job_5818b5b1d1da5b16,Orcapod,"Hyderabad, Telangana",Posted 12 days ago,Business Analyst,India,900000.0,400000.0,Yearly,Hyderabad,,,3.0,,postgraduate,Financial Product Analyst/ Manager,"['client', 'C', 'R']"
2601,job_5ed9863e02238e64,HSBC,"Pune, Maharashtra",Posted 13 days ago,Business Analyst,India,,,,Pune,,Senior Level,,,hs,Lead Business Analyst/CTO,"['D', 'C', 'R']"
2602,job_e9ab57ba75ceb6b0,Oracle,"Bengaluru, Karnataka+1 location",Posted 12 days ago,Business Analyst,India,,,,Bengaluru,,,2.0,,undergraduate,Business Analyst   Core Banking,['R']
2603,job_da90674d0ae14bb7,HSBC,"Pune, Maharashtra",Posted 7 days ago,Business Analyst,India,,,,Pune,,Senior Level,2.0,,hs,Lead Business Analyst/Markets & Sec Services IT,"['SQL', 'D', 'C', 'R', 'MS Access', 'api', 'Project Management', 'BA', 'Excel']"
2604,job_d9960df07b63b7dc,Verisk,"Delhi, Delhi",Posted 13 days ago,Business Analyst,India,,,,Delhi,,Senior Level,2.0,,,Lead Business Analyst Medallia,"['XML', 'JSON', 'SQL', 'http', 'D', 'C', 'client', 'HTML', 'R', 'ML']"
2605,job_8a73c65774ff3404,Deloitte,"Hyderabad, Telangana",Posted 8 days ago,Business Analyst,India,,,,Hyderabad,,Senior Level,5.0,,undergraduate,Senior Analyst   Data Analytics,"['C', 'D', 'PowerPoint', 'R', 'Tableau', 'Advanced Excel', 'Excel']"
2606,job_914cd85e6b96b0f8,Danske Bank,"Bengaluru, Karnataka",Posted 7 days ago,Business Analyst,India,,,,Bengaluru,,,,,postgraduate,Chief Business Analyst,"['D', 'R']"
2607,job_08007866659dbd56,BNY Mellon,"Chennai, Tamil Nadu+1 location",Posted 8 days ago,Business Analyst,India,,,,Chennai,,Senior Level,5.0,,undergraduate,"Lead Analyst, Business Technology Liaison","['D', 'client', 'C', 'R']"
2608,job_3d0f5ba47c20abca,StockEdge,"Kolkata, West Bengal",Posted 12 days ago,Business Analyst,India,,,,Kolkata,,,,,,Business Analyst / Project Manager,"['C', 'R']"
2609,job_678a710a3ec5d390,Shell,"Bengaluru, Karnataka",Posted 12 days ago,Business Analyst,India,,,,Bengaluru,,,15.0,,undergraduate,IT Business Analyst   Retail,"['D', 'C', 'asp', 'R', 'BA']"
2610,job_7759423cb621dfca,HSBC,"Hyderabad, Telangana",Posted 12 days ago,Business Analyst,India,,,,Hyderabad,,,12.0,,hs,Manager Business Analyst/Group Data Technology,"['D', 'C', 'Excel']"
2611,job_cc43482a76486717,Société Générale,"Bengaluru, Karnataka",Posted 11 days ago,Business Analyst,India,,,,Bengaluru,,,15.0,,postgraduate,Business Analyst IT   Accounting,['R']
2612,job_d1b61f179bc4c12b,Vodafone,"Pune, Maharashtra",Posted 12 days ago,Business Analyst,India,,,,Pune,,,,,,Manager  Lead Business Analyst Pune,"['Critical Thinking', 'Statistics', 'D', 'C', 'Machine Learning', 'R', 'Vi']"
2613,job_3998235e540e35f2,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",Posted 8 days ago,Business Analyst,India,,,,Bengaluru,,,200.0,,,Data Analyst   Senior Associate,"['SQL', 'D', 'C', 'client', 'ML', 'Python']"
2614,job_1b8231a6336eb9af,ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",Posted 7 days ago,Business Analyst,India,,,,Bengaluru,,,1.0,,undergraduate,"Business Analyst, Risk Intelligence",['R']
2615,job_42251b99fd64b352,UPL NA Inc.,"Mumbai, Maharashtra",Posted 7 days ago,Business Analyst,India,,,,Mumbai,,,,,,Analyst   ALP,"['D', 'Inventory Management', 'C', 'R', 'Marketing']"
2616,job_2fb18a8f6f794e7f,Mamee Double Decker Sdn Bhd,"Car Nicobar, Andaman and Nicobar Islands",Posted 7 days ago,Business Analyst,India,,,,Car Nicobar,,,,,postgraduate,SAP Business Analyst,['D']
2617,job_276b3c2fc0c2cf7c,Orcapod,"Bengaluru, Karnataka",Posted 7 days ago,Business Analyst,India,1800000.0,1000000.0,Yearly,Bengaluru,,,,,,Data Analyst,"['D', 'C', 'Go', 'R', 'BA']"
