Unnamed: 0,id,company,location,postDate,title scraped for,Country,upper_salary,lower_salary,payment_frequency,State,age,Position,year_of_exp,contract_type,eligibility,title_cleaned,skills_list
8130,job_0487887986bdcb36,Inspera AS,Edinburgh,5 days ago,Web Developer,UK,,,,Edinburgh,,,,,,Test Experience,['R']
8131,job_1b0705c678a5c3f1,Baker McKenzie,Belfast,5 days ago,Web Developer,UK,,,,Belfast,,Mid-Level,,,undergraduate,Junior Software Developer,"['SQL', 'D', 'C', 'C#', 'CSS', 'Go', 'HTML', 'R', '.NET', 'Java', 'ML']"
8132,job_44ba438b1339850d,bet365,Hybrid remote in Manchester,5 days ago,Web Developer,UK,,,,Hybrid remote in Manchester,,Mid-Level,,,postgraduate,"Junior Software Developer, Sports Content","['D', 'C', 'R']"
8133,job_f29c15e0fdc82141,LiveLink Technology,Havant PO9,5 days ago,Web Developer,UK,,60000.0,Yearly,Havant PO9,,Senior Level,3.0,,,SENIOR FRONT END DEVELOPER,"['D', 'C', '.net', 'CSS', 'R', 'Java', 'Git', 'UI', 'Javascript']"
8134,job_2529e9af8b09d55b,Oscar Technology,Remote in North West,5 days ago,Web Developer,UK,,70000.0,Yearly,Remote in North West,,Mid-Level,,,,Mid Level Mobile Developer,['R']
8135,job_d7dc82d3db387e6f,Clearwater People Solutions,Newcastle upon Tyne,Posted 5 days ago,Web Developer,UK,35000.0,30000.0,Yearly,Newcastle upon Tyne,,,,,,Front End Developer,"['D', 'C', 'CSS', 'client', 'HTML', 'R', 'PHP', 'Java', 'ML', 'UX']"
8136,job_de226739e70e76f6,Proactive IT,Hybrid remote in London,Posted 5 days ago,Web Developer,UK,40000.0,35000.0,Yearly,Hybrid remote in London,,Mid-Level,,,,Junior .NET Developer,['R']
8137,job_b4bb7775804e8ac7,Lorien,Remote in Leeds+1 location,Posted 5 days ago,Web Developer,UK,95000.0,60000.0,Yearly,Remote in Leeds+1 location,,,,,,React Developer,"['D', 'R', 'UI', 'UX']"
8138,job_a877075dda4cbb65,UBS,London,Posted 5 days ago,Web Developer,UK,,,,London,,,,,undergraduate,Front Office Full Stack Developer,"['Java', 'D', 'R', 'Python']"
8139,job_672a34fe36b4c9b9,BT,Darlington,Posted 5 days ago,Web Developer,UK,,,,Darlington,,Senior Level,,,,Senior PHP Developer,[]
8140,job_0c3cc1fd26a69bcf,Oscar Technology,Remote in London+2 locations,Posted 5 days ago,Web Developer,UK,,70000.0,Yearly,Remote in London+2 locations,,,,,,React Native Developer,['R']
8141,job_7e44596b955999ac,Stratospherec,Remote in Horley,Posted 5 days ago,Web Developer,UK,32000.0,28000.0,Yearly,Remote in Horley,,,,,,Web Application Developer,"['C#', 'D', 'C', '.NET']"
8142,job_369f97e013358e7f,team.blue UK,Hybrid remote in Reading RG2,Posted 5 days ago,Web Developer,UK,,,,Hybrid remote in Reading RG2,,,,,,Software Engineer x,"['SQL', 'C', 'R', 'PHP', 'Git', 'Project Management', 'MySQL', 'Python', 'Excel']"
8143,job_b84d838e9d0a12fa,Aon Corporation,London EC3V,Posted 5 days ago,Web Developer,UK,,,,London EC3V,,Senior Level,,,,Senior Developer,"['SQL', 'D', 'C', 'CSS', 'C#', 'client', 'Vi', 'Go', 'HTML', 'R', 'Java', 'Git', 'DevOps', 'ML', 'SAS', 'UI']"
8144,job_c7f5a2ad79b41088,Client Server,Hybrid remote in Billericay,Posted 5 days ago,Web Developer,UK,65000.0,50000.0,Yearly,Hybrid remote in Billericay,,,,,,JavaScript Developer Vue.js   FinTech,"['D', 'C', 'CSS', 'HTML', 'R', 'js', 'Java', 'ML', 'SAS', 'UI', 'UX']"
8145,job_6db12725394ac0d6,Fasthosts,Hybrid remote in Gloucester GL1,Posted 5 days ago,Web Developer,UK,,,,Hybrid remote in Gloucester GL1,,,,,,Software Developer   PHP Full stack / VueJS,"['D', 'C', 'PHP', 'Java', 'UX']"
8146,job_dc038ff11fcc331c,Oscar Technology,Remote in Manchester,Posted 5 days ago,Web Developer,UK,45000.0,30000.0,Yearly,Remote in Manchester,,Mid-Level,4.0,,,PHP Developers,['R']
8147,job_97d29efcaa7d6a02,"JPMorgan Chase Bank, N.A.",London,Posted 5 days ago,Web Developer,UK,,,,London,,,,,,React FrontEnd Engineer   Greenfield   Digital Private Marke...,"['D', 'api', 'C', 'R']"
8148,job_07bf2b71de823fae,Oscar Technology,Hybrid remote in Liverpool,Posted 5 days ago,Web Developer,UK,50000.0,30000.0,Yearly,Hybrid remote in Liverpool,,,,,,Full Stack PHP Developer,['R']
8149,job_52ea493f44d4a01b,Invicti Security,London,Posted 5 days ago,Web Developer,UK,,,,London,,,15.0,,,Solutions Engineer,"['D', 'C', 'R', 'Excel']"
8150,job_369f97e013358e7f,team.blue UK,Hybrid remote in Reading RG2,5 days ago,Web Developer,UK,,,,Hybrid remote in Reading RG2,,,,,,Software Engineer x,"['SQL', 'C', 'R', 'PHP', 'Git', 'Project Management', 'MySQL', 'Python', 'Excel']"
8151,job_b84d838e9d0a12fa,Aon Corporation,London EC3V,5 days ago,Web Developer,UK,,,,London EC3V,,Senior Level,,,,Senior Developer,"['SQL', 'D', 'C', 'CSS', 'C#', 'client', 'Vi', 'Go', 'HTML', 'R', 'Java', 'Git', 'DevOps', 'ML', 'SAS', 'UI']"
8152,job_c7f5a2ad79b41088,Client Server,Hybrid remote in Billericay,5 days ago,Web Developer,UK,65000.0,50000.0,Yearly,Hybrid remote in Billericay,,,,,,JavaScript Developer Vue.js   FinTech,"['D', 'C', 'CSS', 'HTML', 'R', 'js', 'Java', 'ML', 'SAS', 'UI', 'UX']"
8153,job_6db12725394ac0d6,Fasthosts,Hybrid remote in Gloucester GL1,5 days ago,Web Developer,UK,,,,Hybrid remote in Gloucester GL1,,,,,,Software Developer   PHP Full stack / VueJS,"['D', 'C', 'PHP', 'Java', 'UX']"
8154,job_dc038ff11fcc331c,Oscar Technology,Remote in Manchester,5 days ago,Web Developer,UK,45000.0,30000.0,Yearly,Remote in Manchester,,Mid-Level,4.0,,,PHP Developers,['R']
8155,job_97d29efcaa7d6a02,"JPMorgan Chase Bank, N.A.",London,5 days ago,Web Developer,UK,,,,London,,,,,,React FrontEnd Engineer   Greenfield   Digital Private Marke...,"['D', 'api', 'C', 'R']"
8156,job_07bf2b71de823fae,Oscar Technology,Hybrid remote in Liverpool,5 days ago,Web Developer,UK,50000.0,30000.0,Yearly,Hybrid remote in Liverpool,,,,,,Full Stack PHP Developer,['R']
8157,job_52ea493f44d4a01b,Invicti Security,London,5 days ago,Web Developer,UK,,,,London,,,15.0,,,Solutions Engineer,"['D', 'C', 'R', 'Excel']"
8158,job_a6e1a324fef0dc79,SF Group,Remote in Leeds+1 location,5 days ago,Web Developer,UK,55000.0,45000.0,Yearly,Remote in Leeds+1 location,,,20.0,,,Full Stack Developer,['R']
8159,job_bda32fd9c0c8ecaf,EMIS Group Plc,Remote,5 days ago,Web Developer,UK,,,,Remote,,,,,,Software Development Engineer,['R']
8160,job_7e7d9d615474274b,Oscar Technology,Hybrid remote in Cumbria,5 days ago,Web Developer,UK,75000.0,35000.0,Yearly,Hybrid remote in Cumbria,,Mid-Level,2.0,,,Ruby Developer,"['AWS', 'SQL', 'Ruby on Rails', 'D', 'C', 'OS Development', 'R', 'Java', 'Git', 'MySQL', 'UX']"
8161,job_611dfd7f176e3200,"JPMorgan Chase Bank, N.A.",Glasgow,5 days ago,Web Developer,UK,,600.0,,Glasgow,,Senior Level,,,,Senior Software Engineer   Global Shares,"['SQL', 'D', 'C', 'Redis', 'C#', 'CSS', 'Docker', 'OpenID', 'asp', 'client', 'HTML', 'R', '.NET', 'Java', 'OAuth', 'ML', 'UI', 'UX']"
8162,job_21e57bf18333eeaa,Opus Recruitment Solutions,Reading,5 days ago,Web Developer,UK,,,,Reading,,,2.0,,,React Native Mobile Developer,"['R', 'Excel']"
8163,job_2677255703a6ff8c,Gregory-Martin International,Remote in Farnham,5 days ago,Web Developer,UK,50000.0,35000.0,Yearly,Remote in Farnham,,,,,postgraduate,Software Developer,"['D', 'C', '.net', 'CSS', 'C#', 'client', 'HTML', 'R', 'Java', 'ML', 'UI']"
8164,job_081dd6ff631ee341,Talent International,Remote in London,5 days ago,Web Developer,UK,500.0,450.0,,Remote in London,,Senior Level,,,,Senior Developer,"['SQL', 'D', 'C', 'C#', 'Go', 'R', '.NET', 'server']"
8165,job_f6e32ac805345f29,Venn Group,Somerset,Posted 5 days ago,Web Developer,UK,29957.0,26609.0,Yearly,Somerset,,,,,,MIS Developer,[]
8166,job_c05d27e64f72f7d4,Barclays,Hybrid remote in Glasgow,Posted 5 days ago,Web Developer,UK,,,,Hybrid remote in Glasgow,,Senior Level,329.0,,,Senior UI Engineer,['R']
8167,job_a78841023aa22a84,team.blue UK,Hybrid remote in Worcester WR3,Posted 5 days ago,Web Developer,UK,,,,Hybrid remote in Worcester WR3,,,,,,PHP Software Engineer   Hybrid working,['R']
8168,job_d100bb82410faeab,Handle Recruitment Ltd,Manchester+2 locations,Posted 5 days ago,Web Developer,UK,70000.0,50000.0,Yearly,Manchester+2 locations,,Senior Level,,,,Senior Front End Developer,[]
8169,job_50ae3eb6dc0d7f6d,Spectrum IT,Remote in London,Posted 5 days ago,Web Developer,UK,82000.0,75000.0,Yearly,Remote in London,,Senior Level,3.0,,,Senior Frontend Software Engineer   Fully,['R']
8170,job_1f6a15410375121e,Talent International,Remote in London,Posted 5 days ago,Web Developer,UK,75000.0,65000.0,Yearly,Remote in London,,,,,,Agile Software Developer,"['SQL', 'D', 'C', 'C#', 'Go', 'R', '.NET', 'server']"
8171,job_b3f8d7dfe21fa24a,TechNET IT Recruitment Ltd,Remote in Kent,Posted 5 days ago,Web Developer,UK,,90000.0,Yearly,Remote in Kent,,Senior Level,,,,Senior Ruby Developer,['R']
8172,job_a5e60e5becc12bf8,Oscar Technology,Remote in Manchester,Posted 5 days ago,Web Developer,UK,45000.0,40000.0,Yearly,Remote in Manchester,,Senior Level,,,,Senior Software Engineer,['R']
8173,job_504ea59d83a53139,Slack,Remote in England,Posted 5 days ago,Web Developer,UK,,,,Remote in England,,Senior Level,3.0,,undergraduate,"Senior Staff Software Engineer, Demand Engineering","['D', 'C', 'R', 'server']"
8174,job_399d49de17731e58,Moonpig.com,Remote,Posted 5 days ago,Web Developer,UK,,,,Remote,,Senior Level,,,,Senior Software Engineer,['R']
8175,job_2befd63c9d38571a,Giffgaff,Uxbridge UB8,Posted 5 days ago,Web Developer,UK,,,,Uxbridge UB8,,Senior Level,,,,Senior DevOps Automation Engineer Tooling Team,['R']
8176,job_6896ec4a4292ce72,Xvr Simulation Learnpro Efireservice Ltd,Remote in Edinburgh,Posted 5 days ago,Web Developer,UK,,,,Remote in Edinburgh,,Senior Level,4.0,,,Senior Full Stack Developer,"['D', 'C', 'R', 'Git', 'DevOps', 'Simula', 'Vi', 'UX']"
8177,job_01e1b60804473b59,TPXimpact,Remote in London SE1,Posted 5 days ago,Web Developer,UK,,,,Remote in London SE1,,Senior Level,,,,Senior Software Engineer,"['AWS', 'Ruby on Rails', 'D', 'C', 'R', 'Java']"
8178,job_09441ff32aba49e3,Bemunchie Online,Coventry,Active 2 days ago,Web Developer,UK,28106.0,15000.0,Yearly,Coventry,,,2.0,,,Junior Web Designer,['R']
8179,job_d58471d7818c2b60,The Digital Worx Ltd,Remote in London,Active 1 day ago,Web Developer,UK,,10.0,Hourly,Remote in London,,,2.0,,undergraduate,Full Stack Developer,"['JSON', 'SQL', 'jQuery', 'D', 'C', 'CSS', 'C#', 'client', 'Go', 'HTML', 'R', 'SDLC', 'PHP', 'Java', 'ML', 'BA', 'Javascript']"
8180,job_0b1d21e161c6fae2,SourceFlow,Liverpool L1,Active 1 day ago,Web Developer,UK,,24000.0,Yearly,Liverpool L1,,,,Full-time,,Front End Developer,"['D', 'C', 'CSS', 'client', 'HTML', 'R', 'ML']"
8181,job_b291e65125968e98,Clichy Ltd,London E14,Active 2 days ago,Web Developer,UK,,,Hourly,London E14,,,,,,Web Designer & Developer,['R']
8182,job_d23e5e0ce845b16e,BSW Group,Llandow CF71,Active 5 days ago,Web Developer,UK,40870.0,18113.0,Yearly,Llandow CF71,,,,Full-time,undergraduate,Web Designer & Developer,"['D', 'R']"
8183,job_13f9e9400db3c4d0,Add People,Manchester,Active 5 days ago,Web Developer,UK,,30000.0,Yearly,Manchester,,,,,undergraduate,Front End Developer,"['SEO', 'D', 'C', 'R', 'UX', 'Laravel', 'HTML', 'ML', 'MySQL', 'Python', 'SQL', 'CSS', 'Go', 'Git', 'jQuery', 'client', 'Google Analytics', 'PHP', 'Marketing']"
8184,job_be4e045e7198b010,Mo-Sys Engineering Ltd,Cambridge CB5,Posted 5 days ago,Web Developer,UK,36000.0,32000.0,Yearly,Cambridge CB5,,,,,postgraduate,Front End Developer,['R']
8185,job_0664e03e2088ab1d,Benchmark Management Consulting LTD,Manchester M22,Active 2 days ago,Web Developer,UK,24000.0,22000.0,Yearly,Manchester M22,,,,Full-time,hs,Graduate Front end Developer,"['D', 'C', 'CSS', 'HTML', 'R', 'Java', 'Git', 'ML', 'Flexible', 'UX']"
8186,job_1d135b50f7bbed40,Compassionate Care Ltd,Hybrid remote in Altrincham WA15,Active 2 days ago,Web Developer,UK,,23000.0,Yearly,Hybrid remote in Altrincham WA15,,Mid-Level,2.0,,,Junior PHP Developer,"['D', 'C', 'client', 'R', 'PHP']"
8187,job_0c22713bfe4119dd,SaleCycle,Remote in Gateshead NE8,Posted 5 days ago,Web Developer,UK,,,,Remote in Gateshead NE8,,,,Full-time,,Front End Engineers,['R']
8188,job_b892f9fa8b9741cc,LITS UK (London Imperial Trainings and Services...,London IG1,Active 2 days ago,Web Developer,UK,26000.0,25000.0,Yearly,London IG1,,,1.0,Full-time,postgraduate,Web Developer and Digital Media Marketing Strategist,"['api', 'client', 'Marketing', 'D']"
8189,job_dced2701a7fdad85,SM Marketing,Belfast,Posted 5 days ago,Web Developer,UK,,,,Belfast,,,,,,Website Developer,"['C', 'CSS', 'client', 'HTML', 'ML', 'Excel']"
8190,job_ef4c16c41c501162,Solve Web Media,Newquay TR8,Posted 5 days ago,Web Developer,UK,28000.0,23000.0,Yearly,Newquay TR8,,,1.0,Full-time,postgraduate,Web Designer/Developer,"['SEO', 'http', 'D', 'C', 'jQuery', 'CSS', 'Books', 'client', 'Go', 'HTML', 'R', 'PHP', 'Java', 'server', 'ML', 'Flexible', 'Vi']"
8191,job_80d2f7b2774be9b0,Benchmark Management Consulting LTD,Manchester M22,Posted 5 days ago,Web Developer,UK,40000.0,30000.0,Yearly,Manchester M22,,,1.0,Full-time,hs,Front end Developer,"['D', 'C', 'CSS', 'HTML', 'R', 'Java', 'Git', 'ML', 'Flexible', 'UX']"
8192,job_16ab7d8791f04fc9,Databuzz Ltd,Remote in London,Posted 5 days ago,Web Developer,UK,80000.0,60000.0,Yearly,Remote in London,,,6.0,,,Python Developer,"['D', 'Flask', 'R', 'api', 'Django', 'Python']"
8193,job_5d47e20620c468ad,Care Control Systems Ltd,Tavistock PL19,Active 1 day ago,Web Developer,UK,45000.0,35000.0,Yearly,Tavistock PL19,,,3.0,Full-time,,Front End Developer,"['D', 'C', 'CSS', 'VBA', 'Vi', 'HTML', 'R', 'Java', 'ML', 'Leadership', 'BA', 'Javascript']"
8194,job_c5f4d4fe2529f577,The Keyholding Company,Remote in London,Active 5 days ago,Web Developer,UK,60000.0,50000.0,Yearly,Remote in London,,,1.0,Full-time,,Front End Developer,"['AWS', 'SQL', 'D', 'C', 'PostgreSQL', 'CSS', 'Docker', 'client', 'R', 'Java', 'DevOps', 'Excel']"
8195,job_79b107fd3550858a,Motivait,Hybrid remote in Newcastle upon Tyne NE4,Active 2 days ago,Web Developer,UK,,,,Hybrid remote in Newcastle upon Tyne NE4,,,2.0,,,Full Stack Developer,"['MongoDB', 'D', 'C', 'ETL', 'CSS', 'HTML', 'R', 'Java', 'ML', 'Vi']"
8196,job_67574b2f4f7444ff,ARC IT Recruitment,London+1 location,Posted 5 days ago,Web Developer,UK,35000.0,25000.0,Yearly,London+1 location,,,3.0,Contract,postgraduate,Front End Developer,"['C', 'CSS', 'HTML', 'A/B testing', 'Marketing Automation', 'Java', 'ML', 'Marketing']"
8197,job_3ea7545afd1663bb,OPOP Media,Manchester M2,Active 2 days ago,Web Developer,UK,,40000.0,Yearly,Manchester M2,,,,,,PHP Laravel Developer,"['SQL', 'D', 'C', 'CSS', 'Docker', 'Laravel', 'client', 'HTML', 'R', 'Java', 'ML']"
8198,job_907b4be7f67cdd79,Imperial Personnel,Pleasley,Hiring ongoing,Web Developer,UK,35000.0,25000.0,Yearly,Pleasley,,,,,undergraduate,Full Stack Developer,"['SQL', 'D', 'C', 'CSS', 'C#', 'HTML', 'R', 'Java', 'ML', 'SAS', 'Javascript']"
8199,job_1513366dba934565,H5 Recruitment,Remote in Gloucester+11 locations,Posted 5 days ago,Web Developer,UK,80000.0,75000.0,Yearly,Remote in Gloucester+11 locations,,,3.0,Full-time,,Fullstack developer,"['SQL', 'D', 'C', 'CSS', 'HTML', 'R', 'PHP', 'Java', 'ML', 'Python']"
8200,job_010dea0a4dfd53b3,Snap Find,Lymington,Active 1 day ago,Web Developer,UK,32500.0,31000.0,Yearly,Lymington,,,,,,PHP Developer,['R']
8201,job_7b3161723d74a027,Atom Brands,Remote in Brighton,Posted 5 days ago,Web Developer,UK,,,,Remote in Brighton,,,3.0,,postgraduate,Software Developer,['R']
8202,job_aea67fe93155b423,The Gym Group,Croydon,Posted 5 days ago,Web Developer,UK,,,,Croydon,,,2.0,,,Back End Developer,"['SQL', 'D', 'C', 'Go', 'R']"
8203,job_aa7beda87b219664,Ooni,Edinburgh,Posted 5 days ago,Web Developer,UK,,,,Edinburgh,,,2.0,,,Software,"['D', 'C', 'CSS', 'Go', 'HTML', 'R', 'Java', 'api', 'ML']"
8204,job_a348f7ae10b8eb53,PHMG Careers,Manchester,Posted 5 days ago,Web Developer,UK,,,,Manchester,,Senior Level,,,,Front End Software Developer,['R']
8205,job_41e87a5a7eaa4e67,Medi2Data,Cardiff CF24,Posted 5 days ago,Web Developer,UK,,,,Cardiff CF24,,,3.0,,undergraduate,Full Stack Developer,"['AWS', 'SQL', 'D', 'C', 'PostgreSQL', 'HTML', 'R', 'Git', 'DevOps', 'OpenCV', 'Django', 'ML', 'OCR', 'Python']"
8206,job_d25aa329873f3021,Gentrack,London NW1,Posted 5 days ago,Web Developer,UK,,,,London NW1,,,2.0,,,Salesforce Developer,['R']
8207,job_86a2ccfa64106a5c,SaltPay,London,Posted 5 days ago,Web Developer,UK,,,,London,,Senior Level,5.0,,,Senior Android Developer,"['D', 'C', 'Go', 'R', 'Java']"
8208,job_d2ab175ae5cf5ab6,iQ HealthTech,Temporarily Remote in Bournemouth,Posted 5 days ago,Web Developer,UK,60000.0,50000.0,Yearly,Temporarily Remote in Bournemouth,,Senior Level,5.0,,undergraduate,Senior Software Developer,['R']
8209,job_46e274fa393c524e,Bright Network,Hybrid remote in Edinburgh,Posted 5 days ago,Web Developer,UK,,,,Hybrid remote in Edinburgh,,,5.0,,undergraduate,Full Stack Software Engineer,['R']
8210,job_cdd1ab02681b8b35,One World,London EC2M,5 days ago,Web Developer,UK,,,,London EC2M,,,,,,Backend Software Engineer,['R']
8211,job_b795c76f7fba599c,Master of Malt,Remote,Active 2 days ago,Web Developer,UK,,,Hourly,Remote,,Senior Level,3.0,,postgraduate,Experienced Software Developer,['R']
8212,job_250e064af8bcacc1,Great State,Bristol,5 days ago,Web Developer,UK,,,,Bristol,,,,,postgraduate,Front End Architect,['R']
8213,job_68378e897f95f8a9,AutoProtect Group,Leeds LS10,Active 2 days ago,Web Developer,UK,60000.0,50000.0,Yearly,Leeds LS10,,Senior Level,5.0,,postgraduate,Senior DevOps Engineer,"['DevOps', 'D', 'R']"
8214,job_45b3196775a1873c,Dye & Durham Corporation,Reading,Active 2 days ago,Web Developer,UK,,,,Reading,,Senior Level,,Full-time,postgraduate,Senior Software Engineer,"['D', 'client', 'C', 'R']"
8215,job_c55cf7779e39360b,Tact IT,Hybrid remote in Manchester,5 days ago,Web Developer,UK,,65000.0,Yearly,Hybrid remote in Manchester,,Senior Level,,Full-time,,Senior PHP Developer,"['AWS', 'D', 'C', 'R', 'PHP']"
8216,job_707591b8f7ee2136,SYSTEMIQ,London EC4V,Active 4 days ago,Web Developer,UK,,,,London EC4V,,,2.0,,undergraduate,Full Stack Software Engineer,['R']
8217,job_4854e132d3722d79,Techsol Group limited,Hybrid remote in Cardiff CF24,Active 2 days ago,Web Developer,UK,,,Hourly,Hybrid remote in Cardiff CF24,,,5.0,Full-time,postgraduate,Software Developer / C,"['SQL', 'D', 'C', 'C#', 'SQLite', 'R', '.NET', 'Git', 'DevOps', 'server', 'UI']"
8218,job_45b2b881f10e40ee,Benchmark Management Consulting LTD,Manchester M22,5 days ago,Web Developer,UK,50000.0,40000.0,Yearly,Manchester M22,,Senior Level,2.0,Full-time,hs,Senior Front End Developer,"['JSON', 'D', 'C', 'CSS', 'HTML', 'R', 'Java', 'Git', 'ML', 'Flexible', 'UX']"
8219,job_79da2af235d7bcb9,Techsol Group limited,Hybrid remote in Cardiff CF24,5 days ago,Web Developer,UK,,,Hourly,Hybrid remote in Cardiff CF24,,,2.0,,postgraduate,Full Stack .Net Developer   hybrid working,['R']
8220,job_a3d1773954294851,Triumph Consultants Ltd,Hybrid remote in Manchester,5 days ago,Web Developer,UK,,725.0,,Hybrid remote in Manchester,,,5.0,,,Interim Java Developer   IT/Digital,"['MongoDB', 'D', 'C', 'client', 'R', 'Java', 'Excel']"
8221,job_6b9847280fdf03be,Winnow,London,5 days ago,Web Developer,UK,,,,London,,Senior Level,,,,Senior Front end Developer,"['D', 'C', 'CSS', 'client', 'asp', 'HTML', 'R', 'api', 'ML', 'UI', 'UX']"
8222,job_2598e2d1bd812111,Bally's Interactive,London,5 days ago,Web Developer,UK,,,,London,,,,,,Software Engineer    Web Platform,"['C', 'R', 'Vi']"
8223,job_3dadb5e893f2497c,Agero,Belfast,5 days ago,Web Developer,UK,,,,Belfast,,,2.0,,undergraduate,Application Cyber Security Engineer,"['client', 'C', 'R']"
8224,job_aa4bd54c7b69dfb1,Personio,Temporarily Remote in London SE1,5 days ago,Web Developer,UK,,,,Temporarily Remote in London SE1,,Senior Level,4.0,,,Senior Frontend Engineer   People Workflows Automation   Lon...,['R']
8225,job_8ea7716ad5ebd9a0,Chip,Remote in London EC2A,Posted 5 days ago,Web Developer,UK,,,,Remote in London EC2A,,,,,,Data Engineer,"['AWS', 'SQL', 'D', 'C', 'Vi', 'asp', 'Go', 'R', 'Databases', 'Flexible', 'Spark', 'Python', 'PySpark']"
8226,job_fe81099bc6f839cc,Twist IT,Remote,Posted 5 days ago,Web Developer,UK,80000.0,60000.0,Yearly,Remote,,Senior Level,,,,Lead Software Engineer   Mobile Apps,['R']
8227,job_f3b39dd1770868ab,MATCHESFASHION,London,Posted 5 days ago,Web Developer,UK,,,,London,,,30.0,,postgraduate,Full Stack Javascript Engineer,"['AWS', 'MongoDB', 'SQL', 'D', 'C', 'Redis', 'Docker', 'R', 'js', 'Java', 'DevOps', 'server', 'MySQL', 'Node.js']"
8228,job_2b8406e997c9b8f3,One World,London EC2M,Posted 5 days ago,Web Developer,UK,,,,London EC2M,,,,,,Frontend Software Engineer,['R']
8229,job_2e7bcd3fe6614381,Meta,+1 locationRemote,Posted 6 days ago,Web Developer,UK,,,,+1 locationRemote,,,,,,Frontend Web Developer   Unit,"['D', 'C', 'CSS', 'Docker', 'HTML', 'R', 'Creative', 'api', 'ML', 'SAS', 'UI']"
8230,job_c55fa570ea054fc8,Spectrum IT,Southampton,Posted 6 days ago,Web Developer,UK,60000.0,50000.0,Yearly,Southampton,,,,,,"Front End Developer   Javascript, HTML, CSS","['UX', 'D', 'C', 'CSS', 'client', 'HTML', 'R', 'js', 'Java', 'Git', 'ML', 'Javascript']"
8231,job_858d60c87b5af61a,John Innes Centre,Norwich,Posted 6 days ago,Web Developer,UK,40750.0,33050.0,Yearly,Norwich,,,,,,Web Developer,"['SQL', 'jQuery', 'D', 'C', 'CSS', 'Go', 'HTML', 'R', 'PHP', 'Java', 'Communication Skills', 'ML', 'Vi']"
8232,job_d082d4d45302af88,Marcus Donald People,Hybrid remote in London,Posted 6 days ago,Web Developer,UK,500.0,400.0,,Hybrid remote in London,,,,,,Full Stack Web Developer,['R']
8233,job_7c9a4fe37d04940c,Explore Group,Remote in Manchester+1 location,Posted 6 days ago,Web Developer,UK,500.0,400.0,,Remote in Manchester+1 location,,,,,,Frontend Developer,"['D', 'C', 'CSS', 'HTML', 'R', 'Java', 'ML', 'Javascript']"
8234,job_b0a3d1cc22426781,ADLIB,Hybrid remote in Bristol,Posted 6 days ago,Web Developer,UK,30000.0,27000.0,Yearly,Hybrid remote in Bristol,,Mid-Level,,,postgraduate,Junior Developer,"['SQL', 'D', 'C', 'CSS', 'C#', 'asp', 'HTML', 'R', 'Java', 'ML']"
8235,job_d3fbe51e798604fe,career moves group,London,Posted 6 days ago,Web Developer,UK,58.03,53.34,Hourly,London,,,3.0,,undergraduate,Frontend Developer,"['D', 'C', 'R', 'Creative', 'Marketing']"
8236,job_7198cdb69729bae4,Understanding Recruitment,London,Posted 6 days ago,Web Developer,UK,90000.0,60000.0,Yearly,London,,Senior Level,,,,"React Developer, JavaScript",['R']
8237,job_f096eecd8a0ac594,BRE Group (Building Research Establishment),Watford,Posted 6 days ago,Web Developer,UK,40000.0,35000.0,Yearly,Watford,,Senior Level,,,postgraduate,Java Developer,"['SQL', 'jQuery', 'D', 'Go', 'R', 'Java', 'Vi']"
8238,job_9d928389efbb2e48,Oscar Technology,Derby+1 location,Posted 6 days ago,Web Developer,UK,,,,Derby+1 location,,,2.0,,,Web Developer,['R']
8239,job_dbcdec94e349f547,Spectrum IT,Fareham,Posted 6 days ago,Web Developer,UK,40000.0,25000.0,Yearly,Fareham,,,2.0,,,"PHP Web Developer, PHP + Front End Tech",['R']
8240,job_7d3d88183cfc8e3c,Morgan McKinley,London,Posted 6 days ago,Web Developer,UK,600.0,500.0,,London,,,,,postgraduate,Front End Developer,['R']
8241,job_171d4dbbddf2a770,Osso VR,Remote,Posted 6 days ago,Web Developer,UK,159449.0,72876.0,Yearly,Remote,,,1.0,Full-time,,Full Stack Engineer,"['D', 'Git', 'C', 'R']"
8242,job_5334b7a08b43c0fa,Oscar Technology,Droitwich+3 locations,Posted 6 days ago,Web Developer,UK,45000.0,30000.0,Yearly,Droitwich+3 locations,,,1.0,,hs,Full Stack Developer,"['AWS', 'D', 'C', 'CSS', 'C#', 'client', 'HTML', 'Java', 'ML']"
8243,job_9f319c0eb88c6658,ARENKO GROUP,London,Posted 6 days ago,Web Developer,UK,,,,London,,,,,postgraduate,Frontend Engineer,"['api', 'C', 'R', 'UI']"
8244,job_6b17684b7f9b00de,Bluetownonline Ltd,Hybrid remote in Birmingham,Posted 6 days ago,Web Developer,UK,30000.0,24000.0,Yearly,Hybrid remote in Birmingham,,Mid-Level,,,,Junior Web & App Developer,"['PHP', 'D', 'R']"
8245,job_dd8920fb195b0b97,"Hottinger, Bruel & Kjaer",Sheffield,Posted 6 days ago,Web Developer,UK,,,,Sheffield,,,,,undergraduate,DevSecOps Engineer,"['D', 'C', 'C#', 'R', 'Java', 'Git', 'DevOps', 'Python']"
8246,job_dd5d7cc2ce2f7eac,South Tees Hospitals NHS Foundation Trust,Middlesbrough TS4,Posted 6 days ago,Web Developer,UK,31534.0,25655.0,Yearly,Middlesbrough TS4,,Senior Level,,,hs,Systems Developer,"['SQL', 'D', 'C', 'CSS', 'C#', 'HTML', 'R', 'ML', 'MySQL']"
